model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gemini-3-pro-preview,hindi,february_19,22,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,hindi,february_20,13,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_20,14,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,hindi,february_20,19,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),unanimous,Qualifier Binding Error (Unit/Currency/Year/Version)
gemini-3-pro-preview,hindi,february_20,22,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,hindi,february_21,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_21,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_22,1,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,hindi,february_22,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_9,4,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gemini-3-pro-preview,hindi,february_9,11,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_9,16,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,hindi,february_9,19,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gemini-3-pro-preview,hindi,february_9,24,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,russian,february_11,11,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,russian,february_12,13,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,russian,february_16,23,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,russian,february_17,6,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,russian,february_19,2,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,russian,february_19,17,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,majority,Reading Comprehension / Option Interpretation Failure
gemini-3-pro-preview,russian,february_22,19,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,russian,february_9,0,Event / Entity Misbinding,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,russian,february_9,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,turkce,february_10,17,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,unanimous,Reading Comprehension / Option Interpretation Failure
gemini-3-pro-preview,turkce,february_10,24,Temporal Misalignment / Chronology Tracking Failure,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,turkce,february_11,10,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,turkce,february_11,23,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_13,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_13,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_15,4,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,turkce,february_15,8,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_15,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_16,21,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,turkce,february_20,23,Reading Comprehension / Option Interpretation Failure,Event / Entity Misbinding,Event / Entity Misbinding,majority,Event / Entity Misbinding
gemini-3-pro-preview,turkce,february_22,10,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Inference Override / Over-Reasoning Instead of Extraction,majority,Qualifier Binding Error (Unit/Currency/Year/Version)
gemini-3-pro-preview,turkce,february_22,20,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,turkce,february_22,24,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,turkce,february_9,1,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gemini-3-pro-preview,uscanada,february_10,13,Qualifier Binding Error (Unit/Currency/Year/Version),Inference Override / Over-Reasoning Instead of Extraction,Qualifier Binding Error (Unit/Currency/Year/Version),majority,Qualifier Binding Error (Unit/Currency/Year/Version)
gemini-3-pro-preview,uscanada,february_11,2,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,uscanada,february_11,15,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,uscanada,february_12,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,uscanada,february_12,14,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,uscanada,february_12,16,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,uscanada,february_16,7,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,uscanada,february_16,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gemini-3-pro-preview,uscanada,february_18,10,Temporal Misalignment / Chronology Tracking Failure,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gemini-3-pro-preview,uscanada,february_19,9,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,tiebroken,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,uscanada,february_20,3,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,uscanada,february_20,23,Qualifier Binding Error (Unit/Currency/Year/Version),Qualifier Binding Error (Unit/Currency/Year/Version),Reading Comprehension / Option Interpretation Failure,majority,Qualifier Binding Error (Unit/Currency/Year/Version)
gemini-3-pro-preview,uscanada,february_22,14,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gemini-3-pro-preview,uscanada,february_9,12,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_10,1,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_10,11,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Answer Formatting / Option Mapping Failure,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_10,14,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_10,15,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_10,16,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_10,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_10,21,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,afrique,february_11,4,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_11,5,Event / Entity Misbinding,Event / Entity Misbinding,Event / Entity Misbinding,unanimous,Event / Entity Misbinding
gpt-4o-mini-search-preview,afrique,february_11,6,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_11,7,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_11,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_11,19,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_11,21,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_11,24,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_12,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_12,1,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_12,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_12,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_12,19,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_13,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_13,6,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_13,13,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_14,5,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_14,6,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_14,9,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-4o-mini-search-preview,afrique,february_14,10,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_14,11,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_14,15,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_14,16,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_14,20,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_14,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_14,24,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Reading Comprehension / Option Interpretation Failure,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_15,7,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_15,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_15,16,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,afrique,february_15,19,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-4o-mini-search-preview,afrique,february_15,21,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_15,23,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_16,0,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_16,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_16,6,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_16,8,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_16,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_16,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_16,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_16,20,Answer Formatting / Option Mapping Failure,Retrieval Failure with Forced Guessing,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_16,23,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_17,0,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_17,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_17,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_17,6,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_17,16,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_17,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_18,3,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_18,4,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_18,5,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_18,9,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_18,10,Source Divergence Under Real-World Report Conflict,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_18,13,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-4o-mini-search-preview,afrique,february_18,15,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_18,19,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_18,21,Qualifier Binding Error (Unit/Currency/Year/Version),Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_18,22,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_18,23,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_18,24,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_19,9,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_19,10,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_19,16,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_19,24,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-4o-mini-search-preview,afrique,february_20,0,Retrieval Failure with Forced Guessing,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_20,1,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_20,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_20,7,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_20,13,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_20,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_21,3,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Retrieval Failure with Forced Guessing,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-4o-mini-search-preview,afrique,february_21,9,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_21,12,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_21,16,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,tiebroken,Retrieval Failure with Forced Guessing
gpt-4o-mini-search-preview,afrique,february_21,17,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,majority,Answer Formatting / Option Mapping Failure
gpt-4o-mini-search-preview,afrique,february_21,18,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
